accession,localization
Q9BYN8,Mitochondrion
Q9BYN8,Mitochondrion
Q92552,Mitochondrion
Q92552,Mitochondrion
Q92552,Mitochondrion
Q92552,Mitochondrion
Q92552,Mitochondrion
Q92552,Mitochondrion
Q9Y2Q9,Mitochondrion
Q9Y2Q9,Mitochondrion
Q9Y2Q9,Mitochondrion
Q9Y2Q9,Mitochondrion
Q9Y2Q9,Mitochondrion
Q9Y2Q9,Mitochondrion
Q9NP92,Mitochondrion
Q9NP92,Mitochondrion
Q9NP92,Mitochondrion
Q9NP92,Mitochondrion
Q9NP92,Mitochondrion
Q92665,Mitochondrion
Q92665,Mitochondrion
Q92665,Mitochondrion
Q92665,Mitochondrion
Q92665,Mitochondrion
Q92665,Mitochondrion
P82930,Mitochondrion
P82930,Mitochondrion
P82930,Mitochondrion
P82930,Mitochondrion
P82673,Mitochondrion
P82673,Mitochondrion
P82673,Mitochondrion
P82673,Mitochondrion
P82673,Mitochondrion
P82673,Mitochondrion
P82909,Mitochondrion
P82909,Mitochondrion
P82909,Mitochondrion
P82909,Mitochondrion
P82675,Mitochondrion
P82675,Mitochondrion
P82675,Mitochondrion
P82675,Mitochondrion
P82675,Mitochondrion
P82675,Mitochondrion
P82932,Mitochondrion
P82932,Mitochondrion
Q9Y2R9,Mitochondrion
Q9Y2R9,Mitochondrion
Q9Y2R9,Mitochondrion
Q9Y2R9,Mitochondrion
Q9Y2R9,Mitochondrion
Q9Y2R9,Mitochondrion
P82933,Mitochondrion
P82933,Mitochondrion
P82933,Mitochondrion
P82933,Mitochondrion
P82933,Mitochondrion
P82933,Mitochondrion
Q9NZJ7,Mitochondrion
Q9NZJ7,Mitochondrion
Q9Y6C9,Mitochondrion
Q9Y6C9,Mitochondrion
Q9Y6C9,Mitochondrion
Q9Y6C9,Mitochondrion
Q9Y6C9,Mitochondrion
Q9Y6C9,Mitochondrion
P00403,Mitochondrion
P00403,Mitochondrion
P00403,Mitochondrion
P00403,Mitochondrion
P00403,Mitochondrion
P00403,Mitochondrion
Q6UB35,Mitochondrion
Q6UB35,Mitochondrion
Q6UB35,Mitochondrion
Q6UB35,Mitochondrion
Q6UB35,Mitochondrion
Q6UB35,Mitochondrion
P22033,Mitochondrion
Q96I59,Mitochondrion
Q96I59,Mitochondrion
Q96I59,Mitochondrion
Q96I59,Mitochondrion
Q96I59,Mitochondrion
Q96I59,Mitochondrion
O95299,Mitochondrion
O95299,Mitochondrion
O95299,Mitochondrion
O95299,Mitochondrion
O95299,Mitochondrion
O95299,Mitochondrion
Q16795,Mitochondrion
Q16795,Mitochondrion
Q16795,Mitochondrion
Q16795,Mitochondrion
Q16795,Mitochondrion
Q16795,Mitochondrion
Q9NX14,Mitochondrion
Q9NX14,Mitochondrion
Q9NX14,Mitochondrion
Q9NX14,Mitochondrion
Q9NX14,Mitochondrion
O43674,Mitochondrion
O43674,Mitochondrion
P28331,Mitochondrion
P28331,Mitochondrion
P28331,Mitochondrion
P28331,Mitochondrion
P28331,Mitochondrion
P28331,Mitochondrion
P19404,Mitochondrion
P19404,Mitochondrion
P19404,Mitochondrion
P19404,Mitochondrion
P19404,Mitochondrion
P19404,Mitochondrion
Q9BYT8,Mitochondrion
Q9BYT8,Mitochondrion
Q9BYT8,Mitochondrion
Q9BYT8,Mitochondrion
Q9BYT8,Mitochondrion
Q9BYT8,Mitochondrion
P04181,Mitochondrion
P04181,Mitochondrion
P04181,Mitochondrion
P04181,Mitochondrion
P04181,Mitochondrion
P04181,Mitochondrion
Q02218,Mitochondrion
Q02218,Mitochondrion
Q02218,Mitochondrion
Q02218,Mitochondrion
Q02218,Mitochondrion
Q02218,Mitochondrion
Q15070,Mitochondrion
Q15070,Mitochondrion
Q15070,Mitochondrion
Q15070,Mitochondrion
Q15070,Mitochondrion
Q15070,Mitochondrion
P55809,Mitochondrion
P55809,Mitochondrion
P55809,Mitochondrion
P55809,Mitochondrion
P55809,Mitochondrion
P55809,Mitochondrion
P11498,Mitochondrion
P11498,Mitochondrion
P11498,Mitochondrion
P11498,Mitochondrion
P11498,Mitochondrion
P11498,Mitochondrion
Q6L8Q7,Mitochondrion
Q6L8Q7,Mitochondrion
Q6L8Q7,Mitochondrion
Q6L8Q7,Mitochondrion
Q6L8Q7,Mitochondrion
Q6L8Q7,Mitochondrion
P08559,Mitochondrion
P08559,Mitochondrion
P08559,Mitochondrion
P08559,Mitochondrion
P08559,Mitochondrion
P08559,Mitochondrion
P11177,Mitochondrion
P11177,Mitochondrion
P11177,Mitochondrion
P11177,Mitochondrion
P11177,Mitochondrion
P11177,Mitochondrion
O00330,Mitochondrion
O00330,Mitochondrion
O00330,Mitochondrion
O00330,Mitochondrion
O00330,Mitochondrion
O00330,Mitochondrion
Q8NCN5,Mitochondrion
Q8NCN5,Mitochondrion
Q8NCN5,Mitochondrion
Q8NCN5,Mitochondrion
Q8NCN5,Mitochondrion
P35232,Mitochondrion
P35232,Mitochondrion
P35232,Mitochondrion
P35232,Mitochondrion
P35232,Mitochondrion
P35232,Mitochondrion
Q5JRX3,Mitochondrion
Q5JRX3,Mitochondrion
Q5JRX3,Mitochondrion
Q5JRX3,Mitochondrion
Q5JRX3,Mitochondrion
Q5JRX3,Mitochondrion
Q10713,Mitochondrion
Q10713,Mitochondrion
Q10713,Mitochondrion
Q10713,Mitochondrion
Q10713,Mitochondrion
Q10713,Mitochondrion
O75439,Mitochondrion
O75439,Mitochondrion
O75439,Mitochondrion
O75439,Mitochondrion
O75439,Mitochondrion
O75439,Mitochondrion
Q8TCS8,Mitochondrion
Q8TCS8,Mitochondrion
Q8TCS8,Mitochondrion
Q8TCS8,Mitochondrion
Q8TCS8,Mitochondrion
Q8TCS8,Mitochondrion
O00411,Mitochondrion
O00411,Mitochondrion
O00411,Mitochondrion
O00411,Mitochondrion
O00411,Mitochondrion
O00411,Mitochondrion
Q9H2U2,Mitochondrion
Q9H2U2,Mitochondrion
Q9H2U2,Mitochondrion
Q9H2U2,Mitochondrion
Q9H2U2,Mitochondrion
Q9H2U2,Mitochondrion
P30405,Mitochondrion
P30405,Mitochondrion
P30405,Mitochondrion
P30405,Mitochondrion
P30405,Mitochondrion
P30405,Mitochondrion
P32322,Mitochondrion
P32322,Mitochondrion
P32322,Mitochondrion
P32322,Mitochondrion
P32322,Mitochondrion
P32322,Mitochondrion
Q8IXI1,Mitochondrion
Q8IXI1,Mitochondrion
Q8IXI1,Mitochondrion
Q8IXI1,Mitochondrion
Q8IXI1,Mitochondrion
Q8IXI1,Mitochondrion
Q9HC36,Mitochondrion
Q9HC36,Mitochondrion
Q9HC36,Mitochondrion
Q9HC36,Mitochondrion
Q9HC36,Mitochondrion
Q9HC36,Mitochondrion
Q9NP81,Mitochondrion
Q9NP81,Mitochondrion
Q9NP81,Mitochondrion
Q9NP81,Mitochondrion
Q9NP81,Mitochondrion
Q9NP81,Mitochondrion
Q9NX18,Mitochondrion
Q9NX18,Mitochondrion
Q9NX18,Mitochondrion
Q9NX18,Mitochondrion
Q9NX18,Mitochondrion
P21912,Mitochondrion
P21912,Mitochondrion
P21912,Mitochondrion
P21912,Mitochondrion
P21912,Mitochondrion
P21912,Mitochondrion
P34897,Mitochondrion
P34897,Mitochondrion
P34897,Mitochondrion
P34897,Mitochondrion
P34897,Mitochondrion
P34897,Mitochondrion
P53007,Mitochondrion
P53007,Mitochondrion
P53007,Mitochondrion
P53007,Mitochondrion
P53007,Mitochondrion
P53007,Mitochondrion
Q9UBX3,Mitochondrion
Q9UBX3,Mitochondrion
Q9UBX3,Mitochondrion
Q9UBX3,Mitochondrion
Q9UBX3,Mitochondrion
Q9UBX3,Mitochondrion
Q02978,Mitochondrion
Q02978,Mitochondrion
Q02978,Mitochondrion
Q02978,Mitochondrion
Q02978,Mitochondrion
Q02978,Mitochondrion
Q9UJS0,Mitochondrion
Q9UJS0,Mitochondrion
Q9UJS0,Mitochondrion
Q9UJS0,Mitochondrion
Q9UJS0,Mitochondrion
Q9UJS0,Mitochondrion
Q9H936,Mitochondrion
Q9H936,Mitochondrion
Q9H936,Mitochondrion
Q9H936,Mitochondrion
Q9H936,Mitochondrion
Q9H936,Mitochondrion
Q6NUK1,Mitochondrion
Q6NUK1,Mitochondrion
Q6NUK1,Mitochondrion
Q6NUK1,Mitochondrion
Q6NUK1,Mitochondrion
Q6NUK1,Mitochondrion
Q00325-2,Mitochondrion
Q00325-2,Mitochondrion
Q00325-2,Mitochondrion
Q00325-2,Mitochondrion
Q00325-2,Mitochondrion
Q00325-2,Mitochondrion
P05141,Mitochondrion
P05141,Mitochondrion
P05141,Mitochondrion
P05141,Mitochondrion
P05141,Mitochondrion
P05141,Mitochondrion
P12236,Mitochondrion
P12236,Mitochondrion
P12236,Mitochondrion
P12236,Mitochondrion
P12236,Mitochondrion
P12236,Mitochondrion
P04179,Mitochondrion
P04179,Mitochondrion
P04179,Mitochondrion
P04179,Mitochondrion
P04179,Mitochondrion
P04179,Mitochondrion
Q04837,Mitochondrion
Q04837,Mitochondrion
Q04837,Mitochondrion
Q04837,Mitochondrion
Q04837,Mitochondrion
Q04837,Mitochondrion
Q9P2R7,Mitochondrion
Q9P2R7,Mitochondrion
Q9P2R7,Mitochondrion
Q9P2R7,Mitochondrion
Q9P2R7,Mitochondrion
Q9P2R7,Mitochondrion
P53597,Mitochondrion
P53597,Mitochondrion
P53597,Mitochondrion
P53597,Mitochondrion
P53597,Mitochondrion
P53597,Mitochondrion
Q96I99,Mitochondrion
Q96I99,Mitochondrion
Q96I99,Mitochondrion
Q96I99,Mitochondrion
Q96I99,Mitochondrion
Q96I99,Mitochondrion
Q8IYB8,Mitochondrion
Q8IYB8,Mitochondrion
Q8IYB8,Mitochondrion
Q8IYB8,Mitochondrion
Q8IYB8,Mitochondrion
Q8IYB8,Mitochondrion
Q9BW92,Mitochondrion
Q9BW92,Mitochondrion
Q9BW92,Mitochondrion
Q9BW92,Mitochondrion
Q9BW92,Mitochondrion
Q9BW92,Mitochondrion
Q00059,Mitochondrion
Q00059,Mitochondrion
Q00059,Mitochondrion
Q00059,Mitochondrion
Q00059,Mitochondrion
Q00059,Mitochondrion
Q9H5Q4,Mitochondrion
Q9H5Q4,Mitochondrion
Q9H5Q4,Mitochondrion
Q9H5Q4,Mitochondrion
Q9H5Q4,Mitochondrion
Q9H5Q4,Mitochondrion
Q9BVV7,Mitochondrion
O14925,Mitochondrion
O14925,Mitochondrion
O14925,Mitochondrion
O14925,Mitochondrion
O14925,Mitochondrion
Q3ZCQ8-2,Mitochondrion
Q3ZCQ8-2,Mitochondrion
Q3ZCQ8-2,Mitochondrion
Q3ZCQ8-2,Mitochondrion
Q3ZCQ8-2,Mitochondrion
Q3ZCQ8-2,Mitochondrion
Q9BUB7,Mitochondrion
Q9BUB7,Mitochondrion
Q9BUB7,Mitochondrion
Q9NS69,Mitochondrion
Q9NS69,Mitochondrion
Q9NS69,Mitochondrion
Q9NS69,Mitochondrion
Q9NS69,Mitochondrion
Q9NS69,Mitochondrion
O96008,Mitochondrion
O96008,Mitochondrion
O96008,Mitochondrion
O96008,Mitochondrion
O96008,Mitochondrion
O96008,Mitochondrion
Q8N4H5,Mitochondrion
Q8N4H5,Mitochondrion
Q8N4H5,Mitochondrion
Q8N4H5,Mitochondrion
Q8N4H5,Mitochondrion
O94826,Mitochondrion
O94826,Mitochondrion
O94826,Mitochondrion
O94826,Mitochondrion
O94826,Mitochondrion
O94826,Mitochondrion
Q12931,Mitochondrion
Q12931,Mitochondrion
Q12931,Mitochondrion
Q12931,Mitochondrion
Q12931,Mitochondrion
Q12931,Mitochondrion
Q7L0Y3,Mitochondrion
Q7L0Y3,Mitochondrion
Q7L0Y3,Mitochondrion
Q7L0Y3,Mitochondrion
Q7L0Y3,Mitochondrion
Q7L0Y3,Mitochondrion
Q16762,Mitochondrion
Q16762,Mitochondrion
Q16762,Mitochondrion
P14927,Mitochondrion
P14927,Mitochondrion
P14927,Mitochondrion
P14927,Mitochondrion
P14927,Mitochondrion
P14927,Mitochondrion
P31930,Mitochondrion
P31930,Mitochondrion
P31930,Mitochondrion
P31930,Mitochondrion
P31930,Mitochondrion
P31930,Mitochondrion
P22695,Mitochondrion
P22695,Mitochondrion
P22695,Mitochondrion
P22695,Mitochondrion
P22695,Mitochondrion
P22695,Mitochondrion
O14949,Mitochondrion
O14949,Mitochondrion
O14949,Mitochondrion
O14949,Mitochondrion
O14949,Mitochondrion
P21796,Mitochondrion
P21796,Mitochondrion
P21796,Mitochondrion
P21796,Mitochondrion
P21796,Mitochondrion
P21796,Mitochondrion
P45880,Mitochondrion
P45880,Mitochondrion
P45880,Mitochondrion
P45880,Mitochondrion
P45880,Mitochondrion
P45880,Mitochondrion
Q9Y277,Mitochondrion
Q9Y277,Mitochondrion
Q9Y277,Mitochondrion
Q9Y277,Mitochondrion
Q9Y277,Mitochondrion
Q9Y277,Mitochondrion
Q9UGM6,Mitochondrion
Q9UGM6,Mitochondrion
Q9UGM6,Mitochondrion
Q9UGM6,Mitochondrion
Q9UGM6,Mitochondrion
Q9Y2Z4,Mitochondrion
Q9Y2Z4,Mitochondrion
Q9Y2Z4,Mitochondrion
Q9Y2Z4,Mitochondrion
Q9Y2Z4,Mitochondrion
Q9Y2Z4,Mitochondrion
P57740,Nuclear pore complex 
P57740,Nuclear pore complex 
P57740,Nuclear pore complex 
P57740,Nuclear pore complex 
P57740,Nuclear pore complex 
Q8WUM0,Nuclear pore complex 
Q8WUM0,Nuclear pore complex 
Q8WUM0,Nuclear pore complex 
Q8WUM0,Nuclear pore complex 
Q8WUM0,Nuclear pore complex 
Q8WUM0,Nuclear pore complex 
O75694,Nuclear pore complex 
O75694,Nuclear pore complex 
O75694,Nuclear pore complex 
O75694,Nuclear pore complex 
O75694,Nuclear pore complex 
O75694,Nuclear pore complex 
Q12769,Nuclear pore complex 
Q12769,Nuclear pore complex 
Q12769,Nuclear pore complex 
Q12769,Nuclear pore complex 
Q12769,Nuclear pore complex 
Q5SRE5,Nuclear pore complex 
Q5SRE5,Nuclear pore complex 
Q5SRE5,Nuclear pore complex 
Q5SRE5,Nuclear pore complex 
Q92621,Nuclear pore complex 
Q92621,Nuclear pore complex 
Q92621,Nuclear pore complex 
Q92621,Nuclear pore complex 
Q92621,Nuclear pore complex 
Q92621,Nuclear pore complex 
Q8TEM1,Nuclear pore complex 
Q8TEM1,Nuclear pore complex 
Q8TEM1,Nuclear pore complex 
Q8TEM1,Nuclear pore complex 
Q8TEM1,Nuclear pore complex 
Q8TEM1,Nuclear pore complex 
Q8NFH5,Nuclear pore complex 
Q8NFH4,Nuclear pore complex 
Q8NFH4,Nuclear pore complex 
P37198,Nuclear pore complex 
P37198,Nuclear pore complex 
P37198,Nuclear pore complex 
P37198,Nuclear pore complex 
P37198,Nuclear pore complex 
P37198,Nuclear pore complex 
Q9BW27,Nuclear pore complex 
Q9BW27,Nuclear pore complex 
Q9BW27,Nuclear pore complex 
Q9BW27,Nuclear pore complex 
Q99567,Nuclear pore complex 
Q99567,Nuclear pore complex 
Q99567,Nuclear pore complex 
Q99567,Nuclear pore complex 
Q99567,Nuclear pore complex 
Q99567,Nuclear pore complex 
Q8N1F7,Nuclear pore complex 
Q8N1F7,Nuclear pore complex 
Q8N1F7,Nuclear pore complex 
Q8N1F7,Nuclear pore complex 
Q8N1F7,Nuclear pore complex 
Q8N1F7,Nuclear pore complex 
P52948,Nuclear pore complex 
P52948,Nuclear pore complex 
P52948,Nuclear pore complex 
P52948,Nuclear pore complex 
P52948,Nuclear pore complex 
P52948,Nuclear pore complex 
Q9BVL2,Nuclear pore complex 
P49792,Nuclear pore complex 
P49792,Nuclear pore complex 
P49792,Nuclear pore complex 
P49792,Nuclear pore complex 
P49792,Nuclear pore complex 
P49792,Nuclear pore complex 
P33897,Peroxisome 
P33897,Peroxisome 
P33897,Peroxisome 
P33897,Peroxisome 
P33897,Peroxisome 
P33897,Peroxisome 
P28288,Peroxisome 
P28288,Peroxisome 
P28288,Peroxisome 
P28288,Peroxisome 
P28288,Peroxisome 
P28288,Peroxisome 
P09110,Peroxisome 
P09110,Peroxisome 
P09110,Peroxisome 
P09110,Peroxisome 
P09110,Peroxisome 
P09110,Peroxisome 
Q5T8D3-3,Peroxisome 
Q5T8D3-3,Peroxisome 
Q5T8D3-3,Peroxisome 
Q5T8D3-3,Peroxisome 
Q5T8D3-3,Peroxisome 
Q5T8D3-3,Peroxisome 
Q15067,Peroxisome 
Q15067,Peroxisome 
Q15067,Peroxisome 
Q15067,Peroxisome 
Q15067,Peroxisome 
Q15067,Peroxisome 
O00116,Peroxisome 
O00116,Peroxisome 
O00116,Peroxisome 
O00116,Peroxisome 
O00116,Peroxisome 
O00116,Peroxisome 
P04040,Peroxisome 
P04040,Peroxisome 
P04040,Peroxisome 
P04040,Peroxisome 
P04040,Peroxisome 
P04040,Peroxisome 
Q9NUI1,Peroxisome 
Q9NUI1,Peroxisome 
Q9NUI1,Peroxisome 
Q9NUI1,Peroxisome 
Q9NUI1,Peroxisome 
Q9NUI1,Peroxisome 
Q8WVX9,Peroxisome 
Q8WVX9,Peroxisome 
Q8WVX9,Peroxisome 
Q8WVX9,Peroxisome 
Q8WVX9,Peroxisome 
Q8WVX9,Peroxisome 
O15228,Peroxisome 
O15228,Peroxisome 
O15228,Peroxisome 
O15228,Peroxisome 
O15228,Peroxisome 
Q9UJ83,Peroxisome 
Q9UJ83,Peroxisome 
Q9UJ83,Peroxisome 
Q9UJ83,Peroxisome 
Q9UJ83,Peroxisome 
Q9UJ83,Peroxisome 
P51659,Peroxisome 
P51659,Peroxisome 
P51659,Peroxisome 
P51659,Peroxisome 
P51659,Peroxisome 
P51659,Peroxisome 
O43933,Peroxisome 
O96011,Peroxisome 
O96011,Peroxisome 
Q92968,Peroxisome 
O75381,Peroxisome 
O75381,Peroxisome 
O75381,Peroxisome 
O75381,Peroxisome 
O75381,Peroxisome 
O75381,Peroxisome 
P56589,Peroxisome 
P56589,Peroxisome 
P56589,Peroxisome 
P56589,Peroxisome 
P56589,Peroxisome 
P56589,Peroxisome 
O43808,Peroxisome 
O43808,Peroxisome 
O43808,Peroxisome 
Q2T9J0,Peroxisome 
Q2T9J0,Peroxisome 
P08183,Plasma membrane 
P08183,Plasma membrane 
P08183,Plasma membrane 
P08183,Plasma membrane 
P08183,Plasma membrane 
P08183,Plasma membrane 
Q92887,Plasma membrane 
Q92887,Plasma membrane 
Q92887,Plasma membrane 
Q92887,Plasma membrane 
Q92887,Plasma membrane 
P78536,Plasma membrane 
P78536,Plasma membrane 
P78536,Plasma membrane 
Q13443,Plasma membrane 
Q13443,Plasma membrane 
Q13443,Plasma membrane 
Q13443,Plasma membrane 
Q13443,Plasma membrane 
Q13443,Plasma membrane 
P05187,Plasma membrane 
P05187,Plasma membrane 
P05187,Plasma membrane 
P05187,Plasma membrane 
P05187,Plasma membrane 
P05187,Plasma membrane 
Q4KMQ2,Plasma membrane 
Q4KMQ2,Plasma membrane 
Q4KMQ2,Plasma membrane 
Q4KMQ2,Plasma membrane 
Q4KMQ2,Plasma membrane 
Q4KMQ2,Plasma membrane 
Q9H6X2,Plasma membrane 
Q9H6X2,Plasma membrane 
Q9H6X2,Plasma membrane 
Q9H6X2,Plasma membrane 
Q9H6X2,Plasma membrane 
Q9H6X2,Plasma membrane 
O95782,Plasma membrane 
O95782,Plasma membrane 
O95782,Plasma membrane 
O95782,Plasma membrane 
O95782,Plasma membrane 
O95782,Plasma membrane 
O94973,Plasma membrane 
O94973,Plasma membrane 
O94973,Plasma membrane 
O94973,Plasma membrane 
O94973,Plasma membrane 
O94973,Plasma membrane 
Q96CW1,Plasma membrane 
Q96CW1,Plasma membrane 
Q96CW1,Plasma membrane 
Q96CW1,Plasma membrane 
Q96CW1,Plasma membrane 
Q96CW1,Plasma membrane 
P53680,Plasma membrane 
P53680,Plasma membrane 
P53680,Plasma membrane 
P53680,Plasma membrane 
P53680,Plasma membrane 
P53680,Plasma membrane 
P05023,Plasma membrane 
P05023,Plasma membrane 
P05023,Plasma membrane 
P05023,Plasma membrane 
P05023,Plasma membrane 
P05023,Plasma membrane 
P05026,Plasma membrane 
P05026,Plasma membrane 
P05026,Plasma membrane 
P05026,Plasma membrane 
P05026,Plasma membrane 
P05026,Plasma membrane 
P54709,Plasma membrane 
P54709,Plasma membrane 
P54709,Plasma membrane 
P54709,Plasma membrane 
P54709,Plasma membrane 
P54709,Plasma membrane 
P20020,Plasma membrane 
P20020,Plasma membrane 
P20020,Plasma membrane 
P20020,Plasma membrane 
P20020,Plasma membrane 
P20020,Plasma membrane 
Q16720,Plasma membrane 
Q16720,Plasma membrane 
Q16720,Plasma membrane 
P23634,Plasma membrane 
P23634,Plasma membrane 
P23634,Plasma membrane 
P23634,Plasma membrane 
P23634,Plasma membrane 
P23634,Plasma membrane 
P30530,Plasma membrane 
P30530,Plasma membrane 
P30530,Plasma membrane 
P80723,Plasma membrane 
P80723,Plasma membrane 
P80723,Plasma membrane 
P80723,Plasma membrane 
P80723,Plasma membrane 
P80723,Plasma membrane 
P50895,Plasma membrane 
P50895,Plasma membrane 
P50895,Plasma membrane 
P50895,Plasma membrane 
P50895,Plasma membrane 
P50895,Plasma membrane 
P35613,Plasma membrane 
P35613,Plasma membrane 
P35613,Plasma membrane 
P35613,Plasma membrane 
P35613,Plasma membrane 
P35613,Plasma membrane 
Q9BY67,Plasma membrane 
Q9BY67,Plasma membrane 
Q6YHK3,Plasma membrane 
Q6YHK3,Plasma membrane 
Q6YHK3,Plasma membrane 
Q6YHK3,Plasma membrane 
Q6YHK3,Plasma membrane 
Q6YHK3,Plasma membrane 
P16070,Plasma membrane 
P16070,Plasma membrane 
P16070,Plasma membrane 
P16070,Plasma membrane 
P16070,Plasma membrane 
P16070,Plasma membrane 
P15529-4,Plasma membrane 
P15529-4,Plasma membrane 
P15529-4,Plasma membrane 
P15529-4,Plasma membrane 
P15529-4,Plasma membrane 
P15529-4,Plasma membrane 
Q08722,Plasma membrane 
Q08722,Plasma membrane 
Q08722,Plasma membrane 
P19256-3,Plasma membrane 
P19256-3,Plasma membrane 
P13987,Plasma membrane 
P13987,Plasma membrane 
P13987,Plasma membrane 
P13987,Plasma membrane 
P13987,Plasma membrane 
P13987,Plasma membrane 
P21926,Plasma membrane 
P21926,Plasma membrane 
P21926,Plasma membrane 
P21926,Plasma membrane 
P21926,Plasma membrane 
P21926,Plasma membrane 
P48960,Plasma membrane 
P48960,Plasma membrane 
P48960,Plasma membrane 
P48960,Plasma membrane 
P48960,Plasma membrane 
P48960,Plasma membrane 
P14209,Plasma membrane 
P14209,Plasma membrane 
P14209,Plasma membrane 
P14209,Plasma membrane 
P14209,Plasma membrane 
P14209,Plasma membrane 
Q9Y6N8,Plasma membrane 
Q9H6B4,Plasma membrane 
Q9H6B4,Plasma membrane 
Q9H6B4,Plasma membrane 
Q9H6B4,Plasma membrane 
Q9H6B4,Plasma membrane 
Q9H6B4,Plasma membrane 
Q9H8M5,Plasma membrane 
Q8NE01,Plasma membrane 
Q8NE01,Plasma membrane 
P14384,Plasma membrane 
Q6UVK1,Plasma membrane 
Q6UVK1,Plasma membrane 
Q6UVK1,Plasma membrane 
Q6UVK1,Plasma membrane 
Q6UVK1,Plasma membrane 
Q6UVK1,Plasma membrane 
P78310,Plasma membrane 
P78310,Plasma membrane 
P78310,Plasma membrane 
P78310,Plasma membrane 
P78310,Plasma membrane 
P78310,Plasma membrane 
P98082,Plasma membrane 
P98082,Plasma membrane 
P98082,Plasma membrane 
P98082,Plasma membrane 
P98082,Plasma membrane 
P98082,Plasma membrane 
Q14118,Plasma membrane 
Q14118,Plasma membrane 
Q14118,Plasma membrane 
Q14118,Plasma membrane 
Q14118,Plasma membrane 
Q14118,Plasma membrane 
Q16832,Plasma membrane 
Q16832,Plasma membrane 
Q16832,Plasma membrane 
Q16832,Plasma membrane 
Q16832,Plasma membrane 
Q16832,Plasma membrane 
P11532,Plasma membrane 
P11532,Plasma membrane 
P11532,Plasma membrane 
P11532,Plasma membrane 
P11532,Plasma membrane 
P11532,Plasma membrane 
Q02487,Plasma membrane 
Q02487,Plasma membrane 
Q02487,Plasma membrane 
Q02487,Plasma membrane 
Q02487,Plasma membrane 
Q02487,Plasma membrane 
Q14126,Plasma membrane 
Q14126,Plasma membrane 
Q14126,Plasma membrane 
Q14126,Plasma membrane 
Q14126,Plasma membrane 
Q14126,Plasma membrane 
P00533,Plasma membrane 
P00533,Plasma membrane 
P00533,Plasma membrane 
P00533,Plasma membrane 
P00533,Plasma membrane 
P00533,Plasma membrane 
P29317,Plasma membrane 
P29317,Plasma membrane 
P29317,Plasma membrane 
P29317,Plasma membrane 
P54760,Plasma membrane 
P54760,Plasma membrane 
P54760,Plasma membrane 
P54760,Plasma membrane 
P54760,Plasma membrane 
P54760,Plasma membrane 
Q9UBC2,Plasma membrane 
Q9UBC2,Plasma membrane 
Q9UBC2,Plasma membrane 
Q9UBC2,Plasma membrane 
Q9UBC2,Plasma membrane 
Q9UBC2,Plasma membrane 
Q9Y624,Plasma membrane 
Q9Y624,Plasma membrane 
Q9Y624,Plasma membrane 
Q9Y624,Plasma membrane 
Q9Y624,Plasma membrane 
Q9Y624,Plasma membrane 
Q9Y4F1,Plasma membrane 
Q9Y4F1,Plasma membrane 
Q9Y4F1,Plasma membrane 
Q9Y4F1,Plasma membrane 
Q9Y4F1,Plasma membrane 
Q9Y4F1,Plasma membrane 
P25445,Plasma membrane 
P25445,Plasma membrane 
P25445,Plasma membrane 
P25445,Plasma membrane 
P25445,Plasma membrane 
Q0JRZ9,Plasma membrane 
Q0JRZ9,Plasma membrane 
P15328,Plasma membrane 
P15328,Plasma membrane 
P15328,Plasma membrane 
P15328,Plasma membrane 
P15328,Plasma membrane 
P15328,Plasma membrane 
P06241,Plasma membrane 
P06241,Plasma membrane 
P06241,Plasma membrane 
P06241,Plasma membrane 
P06241,Plasma membrane 
P06241,Plasma membrane 
P54826,Plasma membrane 
P54826,Plasma membrane 
P54826,Plasma membrane 
P05362,Plasma membrane 
P05362,Plasma membrane 
P05362,Plasma membrane 
P05362,Plasma membrane 
P05362,Plasma membrane 
P05362,Plasma membrane 
P08069,Plasma membrane 
P08069,Plasma membrane 
P08069,Plasma membrane 
P08069,Plasma membrane 
P08069,Plasma membrane 
P08069,Plasma membrane 
Q969P0,Plasma membrane 
Q969P0,Plasma membrane 
Q969P0,Plasma membrane 
Q969P0,Plasma membrane 
Q969P0,Plasma membrane 
P40189,Plasma membrane 
P40189,Plasma membrane 
P40189,Plasma membrane 
P40189,Plasma membrane 
P40189,Plasma membrane 
P06213,Plasma membrane 
P06213,Plasma membrane 
P06213,Plasma membrane 
P06213,Plasma membrane 
P06213,Plasma membrane 
P46940,Plasma membrane 
P46940,Plasma membrane 
P46940,Plasma membrane 
P46940,Plasma membrane 
P46940,Plasma membrane 
P46940,Plasma membrane 
P26006,Plasma membrane 
P26006,Plasma membrane 
P26006,Plasma membrane 
P26006,Plasma membrane 
P26006,Plasma membrane 
P23229-2,Plasma membrane 
P23229-2,Plasma membrane 
P23229-2,Plasma membrane 
P06756,Plasma membrane 
P06756,Plasma membrane 
P06756,Plasma membrane 
P06756,Plasma membrane 
P06756,Plasma membrane 
P06756,Plasma membrane 
P18084,Plasma membrane 
P18084,Plasma membrane 
P18084,Plasma membrane 
P18084,Plasma membrane 
P18084,Plasma membrane 
P18084,Plasma membrane 
P32004-2,Plasma membrane 
P32004-2,Plasma membrane 
P32004-2,Plasma membrane 
P32004-2,Plasma membrane 
P32004-2,Plasma membrane 
P32004-2,Plasma membrane 
Q9NUP9,Plasma membrane 
Q9NUP9,Plasma membrane 
Q9NUP9,Plasma membrane 
Q9NUP9,Plasma membrane 
